"Id","EZI_ADD","Geographical.Coordinate","Archetype","BDIAgentType","HasDependents","WillGoHomeAfterVisitingDependents","WillGoHomeBeforeLeaving","WillStay","ResponseThresholdInitial","ResponseThresholdFinal","ImpactFromVisibleSmoke","ImpactFromImmersionInSmoke","ImpactFromVisibleEmbers","ImpactFromVisibleFire","ImpactFromVisibleResponders","ImpactFromMessageAdvice","ImpactFromMessageWatchAndAct","ImpactFromMessageEmergencyWarning","ImpactFromMessageEvacuateNow","ImpactFromMessageRespondersAttending","ImpactFromFireDangerIndexRating","ImpactFromSocialMessage","LagTimeInMinsForInitialResponse","LagTimeInMinsForFinalResponse","HasDependentsAtLocation"
162,"536 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65032188, -37.81912901908562]","Considered.Evacuator","io.github.agentsoz.ees.agents.archetype.ConsideredEvacuator","true","false","false","false",0.31,0.28,0.3,0.4,0.5,0.6,0.4,0.103,0.184,0.337,0.358,0.2,0.1,0.5,13.36,9.66,"[145.732708,-37.818508]"
163,"440 TARRANGO ROAD GLADYSDALE 3797","[145.65562533699992, -37.813824303085646]","Considered.Evacuator","io.github.agentsoz.ees.agents.archetype.ConsideredEvacuator","false","false","false","false",0.34,0.25,0.3,0.4,0.5,0.6,0.4,0.103,0.184,0.337,0.358,0.2,0.1,0.5,10.9,11.26,""
164,"155 HAZELDENE ROAD GLADYSDALE 3797","[145.64438868800002, -37.834991796085475]","Considered.Evacuator","io.github.agentsoz.ees.agents.archetype.ConsideredEvacuator","false","false","true","false",0.35,0.42,0.3,0.4,0.5,0.6,0.4,0.103,0.184,0.337,0.358,0.2,0.1,0.5,11.8,7.27,""
165,"760 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6687501899999, -37.8313388890855]","Considered.Evacuator","io.github.agentsoz.ees.agents.archetype.ConsideredEvacuator","true","true","true","false",0.34,0.28,0.3,0.4,0.5,0.6,0.4,0.103,0.184,0.337,0.358,0.2,0.1,0.5,8.74,7.86,"[145.735235,-37.819294]"
166,"1475 LITTLE YARRA ROAD POWELLTOWN 3797","[145.73307132, -37.85958227908527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.51,1.02,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.01,5.31,""
167,"1625 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74936062999993, -37.86229807908527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.37,0.9,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.43,6.5,""
168,"15 SURREY ROAD POWELLTOWN 3797","[145.75626138999993, -37.86548894908522]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.33,0.94,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.2,5.82,""
169,"1750 LITTLE YARRA ROAD POWELLTOWN 3797","[145.76202791, -37.866857209085204]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.44,0.96,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.79,5.31,""
170,"1710 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75740770000002, -37.86577205908521]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.42,0.87,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.22,6.22,""
171,"9 SURREY ROAD POWELLTOWN 3797","[145.75519212999993, -37.865881179085186]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.33,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,20.25,4.97,""
172,"1575 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74412296999998, -37.860591819085286]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.54,0.87,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.64,5.36,""
173,"1654 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75253654000002, -37.863395279085275]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.34,1.02,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,20.42,5.25,""
174,"SURREY ROAD POWELLTOWN 3797","[145.75554701999997, -37.866419009085234]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.45,0.83,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,20.51,6.01,""
175,"1613 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74804689999993, -37.8620047190853]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.13,5.98,""
176,"1629 LITTLE YARRA ROAD POWELLTOWN 3797","[145.7495987, -37.86233665908527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.38,0.92,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,19.27,5.16,""
177,"25 YARRA STREET POWELLTOWN 3797","[145.74995641999996, -37.86471594908527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.44,0.82,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.18,5.34,""
178,"YARRA JUNCTION-NOOJEE ROAD POWELLTOWN 3797","[145.7562753099999, -37.86504190908522]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.2,0.98,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.16,7.2,""
179,"8 BLAKE STREET POWELLTOWN 3797","[145.75282915999998, -37.864442939085244]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.78,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,10.49,3.58,""
180,"15 SURREY ROAD POWELLTOWN 3797","[145.75626138999993, -37.86548894908522]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.49,0.87,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.94,7.44,""
181,"30 EUCALYPTUS DRIVE POWELLTOWN 3797","[145.74238813999997, -37.86319712908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.34,0.78,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.32,5.6,""
182,"1755 LITTLE YARRA ROAD POWELLTOWN 3797","[145.76207538000003, -37.866326249085205]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,1.09,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.34,4.93,""
183,"SURREY ROAD POWELLTOWN 3797","[145.75554701999997, -37.866419009085234]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.36,0.92,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,19.4,4.38,""
184,"1569 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74231235, -37.86033602908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.71,4.28,""
185,"25 EUCALYPTUS DRIVE POWELLTOWN 3797","[145.74310217000001, -37.86265498908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.44,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.11,6.44,""
186,"1625 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74936062999993, -37.86229807908527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.97,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.05,6.64,""
187,"1 BLAKE STREET POWELLTOWN 3797","[145.75335342000002, -37.86398752908521]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.45,0.76,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.83,5.44,""
188,"6 SURREY ROAD POWELLTOWN 3797","[145.75472293999994, -37.86542912908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.34,0.92,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.43,5,""
189,"11 YARRA STREET POWELLTOWN 3797","[145.75151158999992, -37.86491835908525]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.45,0.8,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.75,6.26,""
190,"35A HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68969584499993, -37.85774458308527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.29,1.08,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.22,4.37,""
191,"195A MT BRIDE ROAD THREE BRIDGES 3797","[145.7344725299999, -37.821227389085585]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.47,0.97,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.06,5.15,""
192,"960-970 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68311680999997, -37.843680439085404]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.39,0.82,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.18,6.29,""
193,"1015 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68647638000002, -37.845453449085376]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.78,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.91,4.92,""
194,"11 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69081274999994, -37.85345988908533]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.31,0.98,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.68,4.54,""
195,"930 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68311680999997, -37.843680439085404]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.83,4.57,""
196,"780 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.66992574, -37.832114169085536]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.44,0.87,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.23,5.57,""
197,"LITTLE YARRA ROAD THREE BRIDGES 3797","[145.70129137, -37.853846569085306]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.55,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.36,4.39,""
198,"27 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69024840999995, -37.85644579908534]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.29,0.98,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.66,4.85,""
199,"630 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73256519499998, -37.83870270308546]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.42,1,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.06,3.34,""
200,"195A MT BRIDE ROAD THREE BRIDGES 3797","[145.7344725299999, -37.821227389085585]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.3,0.83,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.93,5.26,""
201,"540 MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.664081642, -37.87089779008518]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.49,3.17,""
202,"7 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69100232999992, -37.85238047908536]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.28,0.98,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.51,5.75,""
203,"41 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68978850999994, -37.85866679908529]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.4,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.08,5.66,""
204,"85 COLES ROAD THREE BRIDGES 3797","[145.6840349899999, -37.83893709908544]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.48,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.24,4.69,""
205,"70 COLES ROAD THREE BRIDGES 3797","[145.68525768999993, -37.84034462908542]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.83,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,5.64,5.86,""
206,"150 BLACKSANDS ROAD THREE BRIDGES 3797","[145.68408624999992, -37.83349403908547]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.34,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,19.73,5.28,""
207,"1110 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.69340924999992, -37.851893499085335]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.3,0.88,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.47,4.24,""
208,"41 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68978850999994, -37.85866679908529]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.38,0.75,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.65,6.74,""
209,"BLACKSANDS ROAD THREE BRIDGES 3797","[145.7203846, -37.83758256908545]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.4,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,8.55,4.72,""
210,"1070 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68990685000003, -37.84950911908535]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.42,4.8,""
211,"95 COLES ROAD THREE BRIDGES 3797","[145.68427873999994, -37.83778949908544]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","false","true",0.37,1,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.56,3.49,""
212,"1090 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.69096874999997, -37.85106725908531]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.36,0.83,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.48,3.92,""
213,"49 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68961875, -37.85990864908531]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.28,0.79,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.31,4.65,""
214,"580 BLACKSANDS ROAD THREE BRIDGES 3797","[145.72787125, -37.84050450908543]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.44,0.87,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.99,3.94,""
215,"35A HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68969584499993, -37.85774458308527]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.37,0.77,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.81,6.01,""
216,"21 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69041432999992, -37.85542020908532]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.37,0.77,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.63,5.51,""
217,"80 COLES ROAD THREE BRIDGES 3797","[145.68494148, -37.83968109908548]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.52,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.66,3.47,""
218,"130 BLACKSANDS ROAD THREE BRIDGES 3797","[145.68066771999995, -37.83211290908549]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.52,1,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,9.34,5.28,""
219,"1150 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.69722383999996, -37.85344087908532]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.38,0.96,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,19.37,4.56,""
220,"1561 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.67419726099996, -37.833864683085466]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.35,0.71,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.38,7.57,""
221,"17 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69029432, -37.85460530908532]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.52,1.1,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.2,4.52,""
222,"60 BLACKSANDS ROAD THREE BRIDGES 3797","[145.6774404499999, -37.83148187908554]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.41,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.52,6.29,""
223,"BLACKSANDS ROAD THREE BRIDGES 3797","[145.68236520000002, -37.83008157908553]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.38,1.07,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.32,7.38,""
224,"590 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73036943999998, -37.8394910190855]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.44,0.95,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.26,6,""
225,"456 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6454191699999, -37.81362873908565]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.68,5.32,""
226,"80 HAZELDENE ROAD GLADYSDALE 3797","[145.64714911999994, -37.828424739085555]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.33,4.43,""
227,"505 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64857583, -37.816244529085644]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.97,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.13,4.56,""
228,"205 HAZELDENE ROAD GLADYSDALE 3797","[145.64459593, -37.83795784908546]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.39,0.95,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.42,6.01,""
229,"400 HAZELDENE ROAD GLADYSDALE 3797","[145.65170493799994, -37.84946927408537]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.52,0.76,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,20.81,5.6,""
230,"610 HAZELDENE ROAD GLADYSDALE 3797","[145.63575111999998, -37.86282062908524]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.34,0.96,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.47,4.41,""
231,"330 PRICES ROAD GLADYSDALE 3797","[145.63276706999997, -37.85285395908535]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.27,0.92,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.06,5.15,""
232,"28 HAZELDENE ROAD GLADYSDALE 3797","[145.65154098000002, -37.82567487908557]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.62,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.52,6.42,""
233,"527 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65058053999994, -37.818235079085625]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.37,0.94,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.96,5.1,""
234,"529 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65073496, -37.8184891990856]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.49,0.88,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.07,4.37,""
235,"740 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66187625999996, -37.836326029085484]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.37,1.01,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.52,6.38,""
236,"440 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64395309999995, -37.81280150908566]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.18,0.74,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.86,6.78,""
237,"115 HAZELDENE ROAD GLADYSDALE 3797","[145.64577811, -37.83172568908548]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.44,1.11,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.69,5.35,""
238,"40 MCMASTERS ROAD GLADYSDALE 3797","[145.66378707499993, -37.82300184808555]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.5,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,10.35,4.81,""
239,"35 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65320605999997, -37.8580047390853]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.39,0.97,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.72,4.42,""
240,"518 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64921137999997, -37.81793097908565]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.9,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.16,4.08,""
241,"500 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64790805999993, -37.81651007908561]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.44,0.95,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.22,2.89,""
242,"15 BAROONA ROAD GLADYSDALE 3797","[145.64600478999998, -37.81310852908568]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.46,0.78,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,7.53,4.13,""
243,"440 TARRANGO ROAD GLADYSDALE 3797","[145.65562533699992, -37.813824303085646]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.49,0.82,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.81,6.11,""
244,"68 HAZELDENE ROAD GLADYSDALE 3797","[145.64804009999997, -37.82786688908554]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.32,0.79,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.95,4.64,""
245,"522 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6494119, -37.818149579085656]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.49,0.88,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.14,6.2,""
246,"HAZELDENE ROAD GLADYSDALE 3797","[145.65226689999994, -37.85984023908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.51,0.91,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.91,6.25,""
247,"70 RYMERS ROAD GLADYSDALE 3797","[145.64529704999993, -37.8623720990853]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.53,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.82,6.97,""
248,"10-145 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65226689999994, -37.85984023908526]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.12,4.3,""
249,"130 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.64696481999997, -37.86071346908528]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.31,0.81,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.56,5.62,""
250,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.91,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.36,5.6,""
251,"46A HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.29,0.81,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.7,6.01,""
252,"525 PARKINSONS ROAD GLADYSDALE 3797","[145.63742876, -37.827258309085536]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.3,0.99,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.58,4.01,""
